name,info
도산서원코스 한국국학진흥원,"한국국학진흥원은 훼손 및 멸실의 위기에 처해있는 전통문화유산에 대한 체계적인 조사·연구를 통하여 국학자료의 과학적인 보존방법을 모색하고 전통문화와 사상에 기초한 교육을 목적으로 설립되었다.
현재 한국국학진흥원에서는 유교문화관련 유물을 조사·수집하여 연구, DB구축 등 전통과 현대를 이어주는 국학연구를 하고 있다. 또한 유교문화전시관과 장판각, 생활관을 건립 중에 있으며 퇴계관련영상물도 관람할 수 있다.
대표번호 054-851-0700 
주소 안동시 도산면 퇴계로 1997 
구분 도산서원코스
이용시간 09:00~18:00
주차여부 유
웹사이트 http://www.koreastudy.or.kr

"
도산서원코스 경북산림과학박물관,"경상북도산림과학박물관은 잊혀져가는 산림자료의 영구적 보존과 학술연구를 통하여 산림문화를 창달하고 산림문화 학습장으로서의 역할을 수행하고자 건립되었다. 특히 잊혀져가는 자연과 산림의 소중함을 체험할 수 있는 전문 테마박물관으로 21세기 문화를 중심으로 산림의 과학적 보전과 활용방법을 제시하는 산림문화공간으로써의 역할을 수행하고 있다.
이와 함께 도산서원, 한국국학진흥원 등 유교문화권과 연계한 관광명소로 개발하고 산림문화 휴식공간을 제공하고자 한다.
대표번호 054-840-8282 
주소 안동시 도산면 퇴계로 2189 
구분 도산서원코스
요금 무료관람
이용시간 하절기(3
주차여부 유
웹사이트 http://www.fsm.gb.go.kr

"
도산서원코스 농암종택,"농암종택은 낙동강 상류 청량산 자락, 안동시 도산면 가송리에 자리하고 있다. ′가송리′는 그 이름처럼 ′佳松-아름다운 소나무가 있는 마을′로 산촌과 강촌의 정경을 한꺼번에 만끽할 수 있는 서정적이고 목가적인 마을이다.
이웃에 도산서원, 국학진흥원, 오천유적지, 퇴계종택, 도산온천, 이육사생가 등의 유적이 있다. 신비의 명산 청량산과 더불어 가송리의 협곡을 끼고 흐르는 낙동강은 낙동강700리 가운데 가장 아름다운 모습을 보여주고 있어서 마을 앞에는 강과 단애, 그리고 은빛 모래사장의 강변이 매우 조화롭게 어울려 있어, 이른바 ′도산9곡′의 비경이 고스란히 간직되어 있다.
대표번호 054-843-1202 
주소 안동시 도산면 가송길 162-133 
구분 도산서원코스
요금 숙박체험 요금 홈페이지 참고
주차여부 유
웹사이트 http://www.nongam.com

"
도산서원코스 이육사문학관,"2004년 7월 육사 탄신 100주년 맞이하여 개관한 이육사문학관은 육사선생의 고향인 도산면 원천리에 있다. 문학관 내부에는 육사선생의 친필 원고를 비롯하여 선생의 시집과 독립운동 관련 자료들이 전시되어 있다. 또한 문학관 주위에는 청포도 샘과 선생의 생가를 복원해 놓았다.

이육사문학관에서 500미터 정도 거리에는 육사 생가터가 있다. 건물은 안동댐 건설로 수몰될 위기에 처해 안동시내 태화동으로 이건 되었고 현재 그 자리에는 청포도시비가 건립되어 있다.
대표번호 054-852-7337 
주소 안동시 도산면 백운로 525 
구분 도산서원코스
요금 개인 : 어른 2,000원, 청소년 및 군경 1,500원, 어린이 1,000원 등
이용시간 09:00~18:00
웹사이트 http://www.264.or.kr

"
도산서원코스 퇴계종택,"이 건물은 퇴계선생의 영손 동암(東巖)공이 한서암 남쪽에 지은 가옥이다. 대를 이어 살아오다 1715년(肅宗 41)에는 추월한수정(秋月寒水亭)을 건축하여 면모를 일신한바 있으나, 10대사손 고계(古溪)공대에 구택의 동남쪽 건너편에 새로 집을 지어 옮겨 살았다. 그러나 1907년 왜병의 방화로 두 곳 종택이 다 불타버렸고, 지금의 집은 1926년∼1929년 사이에 13대사손 하정(霞汀)공이 이곳에 세거하던 임씨(任氏)들의 종택을 매입하여 이건하였으며 추월한수정은 옛 건물처럼 재건하였다.
대표번호 054-855-8332 
주소 안동시 도산면 토계리 468-2 
구분 도산서원코스
요금 체험가능/체험인원30명/체험실7개
주차여부 유

"
도산서원코스 도산서원,"이 서원은 퇴계 이황(退溪 李滉)선생을 향사(享祀)하는 도산서원이다. 선생은 1561년(명종 16)에 도산서당 건립하고 학문연구와 인격을 도야하였는데, 선생이 타계하자 문인들의 발의에 의해 서당이 있던 자리에 서원을 건립키로 하였다.
1572년(선조 5)에는 선생의 위패를 상덕사에 모실 것을 결정하였으며 1574년부터 서원을 짓기 시작하여 1576년에 완공하였다. 선조는 도산서원이란 현판을 사액하였는데 그 편액은 당시의 제1인자라고 손꼽히던 명필 한호(韓濩)의 글씨이다.
대표번호 054-840-6576 
주소 안동시 도산면 도산서원길 154 
구분 도산서원코스
요금 일반 성인 : 1,500원, 청소년 : 700원, 어린이 : 600원
단체 성인 : 1,300원, 청소년 : 600원, 어린이 : 500원
이용시간 09:00~18:00
주차여부 유
웹사이트 http://www.dosanseowon.com

"
도산서원코스 예끼마을(선성현수상길),"안동 도산면 서부리에 위치한 예끼마을은 1976년 안동댐 건설로 인해 수몰된 예안마을의 이주민들을 위해 만들어졌습니다. 행정구역상 예끼마을은 안동 도산면 서부리에 속하지만, 주민 일부는 여전히 예안마을이라고 부릅니다. 예안마을은 안동에서 가장 상권이 발전된 마을이었으나, 안동댐 건설 이후 경제적으로 쇠락했습니다. 2015년 유명 아트디렉터 한젬마와 인연으로 ‘도산 서부리 예술마을 조성사업’ 진행하게 되었고, ‘예술에 끼가 있다’는 뜻의 예끼마을이 되었습니다. 이후 마을 골목을 정비하고, 담장에 그림을 그려 벽화골목도 조성하며, 가게 간판들도 깔끔하고 개성있게 교체하기 시작하며 침체된 마을에 예술을 입혔습니다. 또한, 마을 내 과거 관아 건물(선성현)은 한옥 갤러리 근민당으로, 마을회관은 작가들의 화실로, 우체국은 공방으로 탈바꿈하였습니다. 이처럼 예끼마을은 전통과 예술이 공존하는 이야기가 있는 마을입니다.
대표번호 054-841-5800 
주소 안동시 도산면 선성길 14 
구분 도산서원코스
요금 무료관람
이용시간 365일
주차여부 유
웹사이트 http://www.yeggistory.com

"
안동시내코스 구름에 on off,"구름에 On
독서/휴식/체험/쇼핑이 이뤄지는 공간

도서열람은 물론, 특별한 상품의 전시와 판매, 전통체험 등이 이루어지는 동적인 복합공간입니다.
구름에 어메니티 및 안동지역의 유니크한 제품들을 모아 전시하고 판매합니다.
그림책공간은 전 세대가 함께 볼 수 있는 작품성 있는 책들과 대중적으로 유명한 책들을 적절한 비중으로 선별하여 구비하였습니다.

ZoneⅠ: Exhibition & Gift-shop(구름에 어메니티 전시 및 판매)
ZoneⅡ: Muse space (다실 및 휴식 공간)
ZoneⅢ: Library (그림책 및 팝업북 열람 공간)

구름에 Off
Book Cafe

디지털 모바일 시대에 기꺼이 노트북을 덮고, 전화기를 멀리하며 한옥과 자연 환경의 장점을 바탕으로 책이라는 컨텐츠가 조화를 이루는 공간으로 연출하였습니다.
‘lifestyle’ 관련 구성을 기본으로 인문, 여행&요리, 그래픽 노블&그림책 등 최근 Trend 반영 도서 및 안동/전통문화 서적을 구비하였습니다.
대표번호 070-4912-1767 
주소 안동시 민속촌길 190 (성곡동, 안동민속촌한자마을) 
구분 안동시내코스
이용시간 09:30~18:00
주차여부 유
웹사이트 http://www.gurume-andong.com/svc

"
안동시내코스 세계물포럼기념센터,"안동 민속박물관에서 도로를 따라 위로 오르면 낙동강을 막아 만든 낙동강 최초의 댐이자 우리나라 최초의 양수 겸용 발전소를 갖춘 안동댐을 가까이서 볼 수 있는 세계물포럼 기념공원이 위치하고 있다.
세계물포럼 기념공원은‘2015 대구경북세계물포럼’의 성공적인 개최를 기원하는 동시에 안동을 물산업 비즈니스 관광의 중심지로 육성하기 위해 설립되었다. 안동댐 입구 대지 4만3665㎡, 연면적 2552㎡ 규모에 세계물포럼 기념센터, 수천루, 수천각, 생명의 못, 기념정원, 치유의 숲이 들어서 있다.
세계물포럼 기념센터는 물과 하늘이 만나는 장소라는 뜻으로 수천전(水天殿)이라고 하며, 물과 관련된 다양한 전시물을 관람할 수 있다. 특히 국립중앙박물관을 설계한 건축가 박승홍씨가 마스터 설계사로 참여하여 건축의 완성도를 높였다. 전시관 이외에도 220여석 규모의 대강당과 6개 소강당이 위치하고 있으며, 물 교육 프로그램 및 세미나 등 운영을 통해 안동 시민의 교육·문화·여가 공간으로 활용되고 있다. 건물 뒤편으로는 안동댐 전망을 관람할 수 있는 수천루(정자)와 수천각(카페)이 위치하고 있다.
치유의 숲은 2015년 제7차 세계물포럼을 기념하여 대구·경북을 찾는 세계 각국의 참여를 상징하는 공간으로 한 그루의 나무는 한 국가의 참여를 의미하며, 물에 관한 작은 노력이 모여 거대한 숲을 이루는 모습을 상징하고자 조성되었다. 수자원 확보를 위한 숲 조성으로 땅속에 모아진 물의 이동을 검정색의 바닥돌로 표현하였으며 숲 하부공간의 녹지대들은 물의 영향으로 건조지에서 습윤지로 변화하는 땅의 모습을 식물로 연출하고 있다.
대표번호 054-821-4220 
주소 안동시 석주로 383 
구분 안동시내코스
요금 무료관람
이용시간 10:00~18:00
주차여부 유

"
안동시내코스 문화의 거리,"안동 중앙 문화거리는 신시가지 조성, 대형마트 입점 등에 따라 상권이 위축되고 문화생활공간의 명성을 점점 잃어가는 과정에서 과거 경북 북부지역 대표 거리의 명성을 되찾기 위해 새롭게 조성된 문화거리이다.
전통 문화자산을 현대적인 시각으로 재해석해 간판개선사업, 전선 지중화, 가로환경개선사업 등을 통해 안동의 젊은이들이 찾는 새로운 명소로 탄생하게 됐다.
문화의 거리에는 전통가옥의 한마당길 이미지를 현대적으로 재해석한 길 중앙에 하회탈춤의 움직임과 병산서원의 마루를 패턴화해서 만들어진 실개천 수로가 있다. 아이들이 발을 담그고 물가 벤치에 앉아 사람들이 담소를 나누는 정겨운 분위기를 느낄 수 있다.

각종 행사 및 이벤트를 즐길 수 있는 무대 및 공간도 조성되어 있다. 2002년부터 한국예술문화단체총연합회 안동지부가 문화의 거리를 운영하고 있으며, 지속적인 행사 및 깜놀 이벤트를 시행해 시민 및 방문객들에게 다채로운 볼거리를 제공하고 있다.
인근에는 도보로 이동 가능한 음식의 거리, 전통시장인 구시장 및 찜닭거리, 안동갈비거리가 있다. 새롭게 조성된 중앙문화의 거리는 이들을 하나로 이어주는 구심점 역할을 하여 도보여행객들에게도 좋은 평가를 받고 있다.
주소 안동시 문화광장길 34 
구분 안동시내코스

"
안동시내코스 안동 삼일운동 기념비,"경상북도 안동시에서 전개된 3∙1 독립만세운동을 기리기 위하여 안동 유도회(儒道會)의 발의로 결성된 안동3.1운동기념비건립위원회와 동아일보사가 공동으로 세운 기념비이다. 1985년 8월 15일에 제막하였다. 월영공원 내에 오석(烏石)으로 제작되었으며, 기념비의 높이는 5m, 부지 면적은 30㎡이다. 2003년 국가보훈처에서 현충시설로 지정하였다.

안동군(지금의 안동시)의 독립만세운동은 1919년 3월 13일 예안면을 시작으로 3월 27일까지 안동읍·임동면을 비롯한 11개 지역에서 전개되었다. 그 중에서도 3월 23일 안동읍에서 전개된 3차 시위는 3000여 명이 참가하여 규모가 가장 컸다. 이날 장터에 모인 군중은 경찰서와 법원 안동지청으로 몰려가 이전 시위에서 구금된 면민들을 구출하려 하였고, 이에 맞선 일본 군경의 발포로 사상자가 발생하였다. 이 과정에서 일제의 흉탄에 권두경(權斗慶) 등 30여 명이 순국하고 50여 명이 부상을 당하였으며, 30여 명이 검거되어 옥고를 치렀다. 순국한 권두경·이암회(李巖回)·권도익(權道益)·황영남(黃永南)과 옥고를 치른 손영학(孫永學)·김정익(金正翼)·유동수(柳東洙)·이강욱(李康郁) 등에게 건국훈장 애국장이 추서되었다.

출처 : [네이버 지식백과] 안동 3∙1운동 기념비 [安東三一運動紀念碑] (두산백과)
주소 안동시 상아동 
구분 안동시내코스

"
안동시내코스 원이엄마테마공원,"안동시 정하동 귀래정 인근에는 세계 전문 다큐멘터리 잡지인 내셔널지오그래픽 뿐만 아니라 국제 고고학 잡지인 앤티쿼티 표지논문으로 실리는 등 국제적인 관심을 받은 원이엄마 이야기를 소재로 한 테마공원이 위치하고 있다.
조선판 사랑과 영혼이라 불리우는 이 원이엄마 이야기는 31살의 젊은 나이로 세상을 떠난 조선중기 고성이씨 귀래정파 이응태와 그를 그리워하는 부인인 원이엄마의 애틋한 사랑을 담은 편지와 떠나는 남편을 위해 자신의 머리카락을 잘라 만들었던 미투리가 택지개발지구의 묘를 이장하는 과정에서 발견되면서 세상에 알려지게 되었다.
2118㎡의 해당 테마공원 부지에는 원이엄마 편지글 조각상과 현대판 번역본, 쌍가락지 조형물, 수경계류시설, 반원형 야외무대를 비롯한 조경시설이 조성되어 시민들의 여가 공간으로 활용되고 있다.
원이엄마테마공원 양 옆으로는 고성이씨 안동 입향조이신 이증의 둘 때 아들인 낙포 이굉이 지은 정자인 귀래정(歸來亭, 경북 문화재자료 제17호)와 원이엄마를 기리는 원이엄마상이 위치하고 있다.
주소 안동시 강남로 304 (대구지방법원안동지원) 입구 도로변 
구분 안동시내코스
요금 무료관람
이용시간 365일
주차여부 유

"
안동시내코스 웅부공원,"웅부공원은 본래 고려 공민왕 때 안동이 현재의 도 단위 격인 대도호부로 승격됨에 따라 그 대도호부가 있던 자리이자, 안동군청 청사가 있던 자리에 위치하고 있는 안동 시내 도심의 대표적 근린공원이다. 안동시는 1995년 안동군과 안동시가 통합되어 안동군청이 헐리면서 공민왕(恭愍王)의 필적이라 전해지는 ‘안동웅부’ 현판을 떼어 낸 후, 안동대도호부와 안동군청이 있던 역사적인 터를 기리고, 아울러 시민들의 문화적 욕구를 채우며 쾌적한 도시 환경을 조성하기 위해 2002년부터 52억 원을 들여 2006년 완공하였다.
1800여 평 규모로 조선시대 지방 관아의 정무를 보던 동헌을 본 뜬 영가헌과 문루인 대동루를 복원하고 있고, 대동루 옆으로 상원사 동종을 재현한 시민의 종이 설치된 종각이 있다. 종각에 설치된 시민의 종은 안동 시민의 염원을 담아 3억 4000만 원의 성금을 모아 마련하였다. 그 밖에 편의 시설, 조경 시설, 주차 시설 등이 갖추어져 있으며, 웅부 공원 바로 옆에 안동전통문화콘텐츠박물관이 위치하고 있다.
웅부공원 바로 옆에는 문화공원도 조성이 되어 있는데, 이 두 공원에서는 안동대도호부의 정문을 지키던 수문군(守門軍)의 파수 의식 및 시보 의식을 재연하고 있으며, 실제 결혼식도 전통 혼례로 치를 수도 있다. 또한 조선시대에 행하였던 양로연(養老宴)이나 무과(武科) 재연 등 각종 문화 행사를 열어 시민들의 휴식 공간이자 문화적 공간으로 역할을 하고 있다. 야간 콘텐츠로 설치한 경관 조명은 새로운 볼거리로 부각되고 있다. 웅부공원은 2007년 대한민국 공간문화대상 우수상인 문화관광부장관상(거리마당상)을 받았다.
주소 안동시 서동문로 193 
구분 안동시내코스
요금 무료관람
이용시간 365일
주차여부 유

"
안동시내코스 소천권태호음악관,"소천권태호음악관은 안동을 빛낸 음악가이신 소천 권태호선생님을 기념하기 위하여 사단법인 소천권태호선생기념사업회의 사업의 한 일환으로 만들어 졌다. 현재 안동시를 통하여 위탁운영이 되고 있으며 사단법인 소천권태호선생사업회가 관리한다.
소천권태호선생은 1903년 9월 16일 안동군 법석골에서 출생하였으며 1972년 2월 29일 안동시 예안면 선양동에서 별세하였다. 1920년대에 유명한 성악가로서 국내.외를 오가며 왕성한 활동을 하였으며 특히 우리나라에 독창회를 처음 개최했던 인물이다. 또한 군가, 교가, 가곡, 동요 등을 작곡하며 국민개창운동을 펼치는 등 우리나라의 음악 발전에 큰 역할을 하였다.
소천권태호음악관은 권태호선생님이 음악을 통하여 국민에게 즐거움을 선사하고 음악으로 하나되게 노력하셨던 뜻을 본받아 아름답고 다양한 음악적인 즐거움을 선사하고 아이들에게 꿈과 희망을 주는 음악관으로 거듭나기 위해 노력 하고 있다.
대표번호 054-821-7779 
주소 안동시 성곡동 문화관광지 내 
구분 안동시내코스
요금 시간당 8,000원
이용시간 10:00~18:00
웹사이트 http://www.socheonmusic.kr

"
안동시내코스 낙동강 음악분수,"안동시 운흥동 낙동강변에 설치된 안동의 새로운 관광명소
‘낙동강 음악분수’

높이 20m, 넓이 30m의 낙동강음악분수는 지난 2009년 가을경 만들어진 이래 안동시민 및 인근 타/시군민에게 안동의 새로운 관광명소로서 각광을 받고 있으며, 지금까지 100만 명 이상의 관람객이 다녀갔다.
분수가동 뿐만 아니라 감미로운 음악과 함께 직선과 곡선이 조화를 이룬 다양한 형태의 레이져쇼도 진행되어 방문객의 오감을 만족시켜주고 있다.
또한 분수대 가장자리에는 안동의 대표 문화재이며, 탈 가운데 유일하게 국보로 지정된 하회탈이 새겨져 있으며 레이져쇼 도중 하회탈을 감상할 수도 있다.
높이 10m 정도까지 솟아오르는 분수는 레이져쇼와 음악과 함께 약 25분간 가동되며 안동을 찾는 관광객에 전통의 도시 안동에서 아름다운 야경을 볼 수 있는 좋은 기회가 될 것으로 생각된다.
대표번호 054-856-3013 
주소 안동시 운흥동 낙동강변 
구분 안동시내코스
요금 무료관람
이용시간 4월~10월(
주차여부 유

"
안동시내코스 보물각,"태사묘(太師廟)는 안동시 북문동 24-1번지 4062.83m² 대지에 삼태사(三太師) , 김선평(金宣平:城主), 권행(權幸:本新羅宗姓金), 장정필(張貞弼:初名吉) 공(公)의 위패(位牌)를 모시고 천여 년이 넘도록 향사(享祀)를 봉행(奉行)해온 태사묘우(太師廟宇)를 비롯하여 보물각(寶物閣), 숭보당(崇報堂), 동 · 서재(東 · 西齋), 경모루(景慕樓), 전사청(典祀廳), 차전각(車戰閣), 안묘당(安廟堂), 주사(廚舍) 등 10동(棟)의 건물이 기념물(記念物) 제15호로 지정되고, 삼태사공이 쓰시던 유물(遺物)과 공민왕(恭愍王)이 하사(下賜)한 유물(遺物)들은 보물(寶物)제451호 지정되어 문화재(文化財)로서 안동을 상징하는 역사적 유적(遺蹟)이다.
대표번호 054-852-1969 
주소 안동시 태사길 13 
구분 안동시내코스
웹사이트 http://tsm3.or.kr

"
안동시내코스 자연색문화체험관,"2001년 150여 명의 회원으로 시작된 천연염색연구회는 현대화 물결 속에 사라져가는 천연염색 전통문화를 후대로 계승 발전시켜 나가며 천연염색을 통해 규방공예를 개발하여 일상생활 용품으로 활용하고자 합니다.
또한 이를 통해 지역에 필요한 전문 인력 양성과 지역브랜드화에 기여하고자 하는 마음으로 연구회를 시작하게 되었습니다.

천연염색연구회의 각종 교육프로그램에 참여하시는 분들은 새로운 자기 발견으로 자신감과 능력을 함양하는 좋은 기회가 될 것입니다.

안동자연색문화체험관에서는 천연염색, 규방공예, 전시, 판매, 체험을 하실 수 있습니다.
대표번호 054-822-5790 
주소 안동시 석주로 249-2 
구분 안동시내코스
요금 무료관람
이용시간 09:00~18:00
주차여부 유
웹사이트 http://www.naturaldyeart.com

"
안동시내코스 안동댐,"4대강 유역 종합개발계획의 하나로 이루어진 다목적 댐으로서, 정상에서의 수려한 경관과, 낚시꾼들에겐 입질 좋은 포인트로 안동댐에서 월척을 건졌다는 소식을 곳곳에서 접할 수 있을 만큼 낚시터로도 유명하다.
댐 하단에 민속촌, 민속박물관 외 선착장이 있어 유람선 이용도 가능하다.
- 규모
높 이 : 83m, 길 이 : 612m, 폭 : 360m, 만수면적 : 51.5㎢, 저수용량 : 1.248백만㎥, 발전용량 : 9만kw, 홍수조절 : 110백만㎥, 용수공급 : 926백만㎥
대표번호 054-850-4204 
주소 안동시 성곡동 산164-19 
구분 안동시내코스
요금 무료관람
이용시간 365일
주차여부 유

"
